entity_id,key,lat,lon,overlap_mi2
uf_06,40.59375_-122.71875,40.59375,-122.71875,4.683481
uf_06,40.65625_-121.03125,40.65625,-121.03125,0.200606
uf_06,40.65625_-121.09375,40.65625,-121.09375,9.154652
uf_06,40.65625_-121.15625,40.65625,-121.15625,14.164147
uf_06,40.65625_-121.21875,40.65625,-121.21875,14.164147
uf_06,40.65625_-121.28125,40.65625,-121.28125,14.164147
uf_06,40.65625_-121.34375,40.65625,-121.34375,14.164147
uf_06,40.65625_-121.40625,40.65625,-121.40625,14.164147
uf_06,40.65625_-121.46875,40.65625,-121.46875,14.164147
uf_06,40.65625_-121.53125,40.65625,-121.53125,14.164147
uf_06,40.65625_-121.59375,40.65625,-121.59375,14.164147
uf_06,40.65625_-121.65625,40.65625,-121.65625,14.199825
uf_06,40.65625_-121.71875,40.65625,-121.71875,14.164147
uf_06,40.65625_-121.78125,40.65625,-121.78125,14.164147
uf_06,40.65625_-121.84375,40.65625,-121.84375,14.164147
uf_06,40.65625_-121.90625,40.65625,-121.90625,14.164147
uf_06,40.65625_-121.96875,40.65625,-121.96875,14.164147
